118,1,blue,100,105,60,0,0,0,0,0,0,0,0,3
2821,1,blue,100,105,0,30,0,0,0,0,10,0,0,3
4106,1,red,100,105,30,0,0,5,0,0,0,0,0,3
4318,1,red,100,105,0,30,0,0,5,30,10,0,0,3
2821,2,blue,50,90,0,0,0,0,10,60,0,0,0,2
5421,2,blue,50,90,0,0,0,0,0,0,10,0,0,2
6029,2,red,50,90,60,0,0,0,0,0,0,0,0,0
6253,2,red,50,90,0,30,0,0,0,0,0,0,0,0
