118,1,blue,,,60,30,10,5,10,60,0,6,5,3
2821,1,blue,,,30,15,0,5,10,30,10,0,5,1
4318,1,red,,,30,30,0,5,5,30,10,0,5,0
4106,1,red,,,30,0,0,0,0,0,0,0,0,0
