1,92,1604,7129,6172
2,3110,1280,6911,8099
3,9662,4813,5453,4113
4,7129,1280,92,6911
5,1604,3110,4113,6172
6,4813,5453,8099,9662
7,5453,8099,1604,7129
8,1280,6172,3110,9662
9,4113,92,6911,4813
10,9662,5453,1280,4813
11,8099,4113,6172,3110
12,92,6911,7129,1604
13,4113,4813,9662,1604
14,6911,7129,3110,92
15,6172,8099,5453,1280
